"ASSET","ASTEMPM","BKCLASS","CERT","ESAL","ID","NCLNLSR","NONIXAY","NUMEMP","RBC1AAJ","ROA","SPECGRP","STALP"
86784,4.567578947368421,"NM",10004,1406,"10004_20181231",2.8121661534594358,3.1538708130165563,19,12.69270596995823,0.8508340825333164,4,"WI"
306508,4.865206349206349,"NM",10007,4540,"10007_20181231",0.1907370092882244,2.782789653296946,63,9.297684238305735,1.1138008556949746,4,"WI"
229846,4.104392857142857,"NM",10011,3766,"10011_20181231",0.5000874505256748,2.5595710757773853,56,9.252035798497586,1.7935713057109983,2,"WI"
166862,3.550255319148936,"NM",10012,3126,"10012_20181231",0.29686860709630153,2.9727509175004396,47,10.891796823565556,0.952146443711379,4,"WI"
103139,4.911380952380952,"NM",10015,1262,"10015_20181231",1.2750913775540775,2.5575063261466706,21,13.58658075894065,1.3473740731168318,2,"WI"
21460393,6.884951235162014,"SM",1003,214824,"1003_20181231",0.7316470038800222,2.0059000228460357,3117,8.627911241666586,1.4541707812494138,4,"MI"
1945433,6.175977777777778,"N",10044,23081,"10044_20181231",0.7131252594905861,2.048562872108651,315,19.364397358883146,1.7638137975034403,4,"WI"
173397,5.7799,"NM",10045,1772,"10045_20181231",0.6908958181249348,1.8987797847809378,30,10.773286778453427,0.7770465026902383,7,"WV"
101399,2.6683947368421053,"NM",10055,2280,"10055_20181231",1.6106514614898526,4.691891649776602,38,4.323651211954475,0.003732610699901832,4,"GA"
74967,3.407590909090909,"NM",10057,1462,"10057_20181231",1.1271319807749562,3.2973544541103275,22,18.56199363619348,1.0842191834003363,7,"GA"
1784227,5.374177710843374,"SM",1005,18917,"1005_20181231",0.6530182053291883,2.2047294573254943,332,8.070894720316197,0.9514625435268719,4,"MI"
110234,5.249238095238096,"NM",10072,1566,"10072_20181231",0,2.8059624537790553,21,11.278899619549312,0.6733540341602121,2,"GA"
49802,4.9802,"NM",10074,661,"10074_20181231",0.27919779787652377,2.6150543188752042,10,16.69129457115323,1.4810569984987652,8,"GA"
32988,4.712571428571429,"NM",10075,544,"10075_20181231",0,2.42845930043848,7,12.052505966587113,1.493074612420256,2,"IL"
34184,5.697333333333333,"NM",10077,404,"10077_20181231",0,1.738687076427757,6,27.164729967417315,0.7533355866565076,2,"IL"
100670,16.778333333333332,"NM",10080,539,"10080_20181231",0.549717057396928,0.8966577329339429,6,23.668167784311027,1.4435204162068422,2,"IL"
102449,3.5327241379310346,"SM",1008,1953,"1008_20181231",1.6133446276145176,4.019390873643166,29,9.869358431498465,0.07166192433343872,4,"MI"
246407,3.850109375,"NM",10101,3361,"10101_20181231",0.434977202159501,2.496592676661482,64,11.59218557236543,1.435973565588652,2,"IN"
280131,6.225133333333334,"NM",10111,3518,"10111_20181231",0.17974121079782213,2.1786670512101973,45,12.312675416419342,1.1079164926062093,2,"IA"
117148,4.881166666666666,"NM",10114,1530,"10114_20181231",0.020509665179715943,2.131022491072856,24,8.23544325192259,1.1458721952779407,2,"IA"
184575,4.501829268292683,"NM",10118,3646,"10118_20181231",0.3852727325396136,3.1373527267145103,41,11.489332517960118,1.4030327178651327,2,"IA"
34162,6.8324,"NM",10120,581,"10120_20181231",0.21803117845851958,2.5503278167691996,5,18.34219288509843,0.07509459030124484,2,"IA"
151735,6.597173913043479,"NM",10121,1893,"10121_20181231",0.004873531848530631,1.9915224480223241,23,19.85653408146577,1.152777464923102,2,"IA"
157471,6.056576923076923,"NM",10122,2414,"10122_20181231",0.007853784963367704,2.389941695393389,26,9.862628976127969,1.4992613128568042,2,"IA"
54635,5.4635,"NM",10123,759,"10123_20181231",3.630184598748745,2.468866069477824,10,11.030607451306327,0.3805258174932634,2,"IA"
120063,4.287964285714286,"NM",10125,1722,"10125_20181231",0.3744876595995636,2.053038464183156,28,10.376882732651964,1.5897131967478824,2,"IA"
194109,6.06590625,"NM",10127,3051,"10127_20181231",0.578877433007702,2.847441440963472,32,11.299408603826926,1.5598058200917844,2,"IA"
112203,5.61015,"NM",10132,2077,"10132_20181231",0,2.433857664398071,20,10.010906685261672,0.9735430657592284,2,"IA"
176009,3.0878771929824564,"NM",10137,3199,"10137_20181231",1.694872790589886,3.2728449230035705,57,14.537811347900368,0.7906820981172343,8,"KY"
25379,3.625571428571429,"NM",10145,300,"10145_20181231",0,2.27198715569928,7,24.200157604412922,1.5108714585400211,4,"KY"
996244,3.596548736462094,"NM",10146,29336,"10146_20181231",0.2167720870986009,4.773947867258548,277,9.535011917794394,0.8916839312281226,4,"KY"
666767,4.115845679012346,"SM",1014,10997,"1014_20181231",0.35582477255782735,3.172812566074236,162,9.769394071477176,1.1322996316864005,4,"MI"
245537,2.5846,"NM",10157,5972,"10157_20181231",0.1550121620214076,4.1448532507770075,95,8.866533621146091,0.7269110418274024,4,"MI"
256017,3.6573857142857142,"NM",10159,6630,"10159_20181231",0.07277625104547972,4.093586932699198,70,8.937853645374537,1.2903787163030156,4,"MN"
86077,21.51925,"N",10160,269,"10160_20181231",0.6324241091069072,1.1072652400185656,4,18.180538448002814,1.127015790565162,4,"MN"
68654,4.290875,"NM",10162,955,"10162_20181231",0.22490863086870957,2.3673755069271465,16,10.961005250427704,1.5277659327312454,2,"MN"
143319,5.971625,"NM",10163,2476,"10163_20181231",0.2471658638641561,2.5747165777801473,24,10.485980257052057,2.00450557866948,4,"MN"
224796,4.886869565217391,"NM",10165,3227,"10165_20181231",0.13373702100785706,2.400435163443384,46,11.088617161983425,2.126653851115287,2,"MN"
211868,5.044476190476191,"NM",10167,3160,"10167_20181231",2.3352695127940257,2.1872627026313185,42,13.33578198021429,1.381301307211121,8,"MN"
323576,5.676771929824562,"NM",10168,4087,"10168_20181231",1.8330055394958573,2.77524445310936,57,13.09752460860006,2.103022936001895,2,"MN"
121043,4.483074074074074,"NM",10169,1869,"10169_20181231",1.3663682644020272,3.151994620220296,27,7.952533654006748,1.1759466106155587,4,"MN"
71498,4.766533333333333,"NM",10174,1130,"10174_20181231",1.0536600318013754,3.260598045698332,15,9.142936906756002,1.5928293292190139,2,"MN"
138702,6.304636363636363,"NM",10175,1719,"10175_20181231",1.9150939028718692,2.6567540187158127,22,10.715039180229054,0.8423854205684286,4,"MN"
96519,4.825950000000001,"NM",10176,1595,"10176_20181231",1.063572344699078,2.9771629414414016,20,9.925587082086091,1.3743299451592677,4,"MN"
63874,5.806727272727273,"NM",10178,873,"10178_20181231",0,2.1791026504254147,11,9.921212504746235,1.6251453755279428,2,"MN"
132691,5.7691739130434785,"NM",10184,1606,"10184_20181231",1.034753702024781,2.4309493628661016,23,8.396230104415157,1.4802521849356194,2,"MN"
48636,4.421454545454545,"NM",10185,901,"10185_20181231",1.0674080175727623,2.8335084257906917,11,11.061028533092937,1.7445187519751282,8,"MN"
39501,7.9002,"NM",10187,315,"10187_20181231",3.530827872141233,1.2943075454631772,5,17.986437419906025,0.842049503515619,7,"MN"
138847,4.628233333333333,"NM",10191,3631,"10191_20181231",0.41388190569624134,4.0014607447125945,30,16.44572409654114,3.5702144652323464,4,"MN"
115625,2.890625,"NM",10194,2335,"10194_20181231",1.4051186464979568,3.1755596602921514,40,8.902898638217868,0.9492441140873306,4,"MN"
73683,5.667923076923078,"NM",10196,828,"10196_20181231",0,1.9700453497798915,13,9.04499604567591,1.2976843666387208,2,"MN"
62321,4.793923076923077,"NM",10197,611,"10197_20181231",0.09635845344682219,2.641121548696571,13,10.030779469262125,1.082961808770563,2,"MN"
72967,3.8403684210526317,"NM",101,1334,"101_20181231",0.8893409488042147,3.0339364871738974,19,14.5778276467896,-1.60990089047643,8,"AR"
27940,4.656666666666667,"NM",10200,389,"10200_20181231",0,2.362428634968319,6,12.439722997715819,0.8822650149110078,2,"MN"
50913,4.24275,"NM",10202,748,"10202_20181231",0.7229722191230614,2.6270725466889617,12,10.583605787114077,2.5384289945000704,2,"MN"
47933,3.687153846153846,"NM",10208,796,"10208_20181231",0.19172211570993572,2.6677821553118743,13,8.642832349878514,0.35641569594966643,2,"MN"
211931,11.773944444444446,"NM",10212,2228,"10212_20181231",0.5211378744614057,2.1590604247714538,18,13.211579854722528,1.5248052607277378,2,"MN"
