lei,year,application_count,approval_count,denial_count,approval_rate,denial_rate,du_share,lpa_share,internal_aus_share,other_aus_share,external_aus_coverage,external_aus_coverage_alt_any_aus_reported,cert,rssd,entity,type,insure,name,assets,assetl,org,assorg,namet,state,fore,valid_fdic_cert,asset,astempm,bkclass,esal,id,nclnlsr,nonixay,numemp,rbc1aaj,roa,specgrp,stalp,matched_fdic_financials
54930082GM1TWV6QVI24,2023,778,760,18,0.9768637532133676,0.02313624678663239,0.615681233933162,0.07583547557840617,0.0,0.30848329048843187,0.6915167095115682,0.6915167095115682,12923.0,800657.0,800657.0,10.0,7.0,BREMER BK NA,16310795.0,15939263.0,1121340.0,16310795.0,"BREMER BANK, NA",27.0,NAT,True,16310795.0,11.35849233983287,N,197620.0,12923_20231231,0.4800154911235688,2.206941243478978,1436.0,9.05755484325044,0.8297678008558271,4.0,MN,True
54930082GM1TWV6QVI24,2024,646,623,23,0.9643962848297214,0.03560371517027864,0.7894736842105263,0.08513931888544891,0.0,0.12538699690402477,0.8746130030959752,0.8746130030959752,12923.0,800657.0,800657.0,10.0,7.0,BREMER BK NA,16385645.0,16310795.0,1121340.0,16385645.0,BREMER BANK NA,27.0,NAT,True,16385645.0,11.56361679604799,N,210369.0,12923_20241231,0.6061486899495809,2.8843029354787157,1417.0,9.269544298734251,0.2697911207495791,4.0,MN,True
54930087FQP1S845Z665,2023,508,483,25,0.9507874015748031,0.04921259842519685,0.047244094488188976,0.001968503937007874,0.0,0.9507874015748031,0.049212598425196846,0.049212598425196874,3250.0,56351.0,56351.0,10.0,7.0,VERABANK NA,4071215.0,3954479.0,1917600.0,4074072.0,"VERABANK,N.A.",48.0,NAT,True,4071215.0,7.402209090909091,N,62770.0,3250_20231231,0.436881190813303,2.5508597881207544,550.0,9.831832699969691,1.344432458425836,4.0,TX,True
5493008CPTDVOS570626,2023,4523,4010,513,0.8865797037364581,0.1134202962635419,0.07870882157859828,0.0,0.0,0.9212911784214017,0.07870882157859828,0.07870882157859826,30012.0,915878.0,915878.0,20.0,7.0,THIRD FS&LA OF CLEVELAND,17042877.0,16117865.0,3828036.0,17053736.0,THIRD FEDERAL SAVINGS AND LOAN,39.0,SAL,True,17042877.0,17.461964139344264,SB,106801.0,30012_20231231,0.2192451199714925,1.2117563308447754,976.0,9.772139054885146,0.4019725680080598,5.0,OH,True
5493008CPTDVOS570626,2024,2402,2189,213,0.9113238967527061,0.08867610324729393,0.533721898417985,0.0,0.0,0.466278101582015,0.533721898417985,0.533721898417985,30012.0,915878.0,915878.0,20.0,7.0,THIRD FS&LA,17046704.0,17042877.0,3828036.0,17057529.0,THIRD FEDERAL SAVINGS AND LOAN,39.0,SAL,True,17046704.0,18.36929310344828,SB,102185.0,30012_20241231,0.2368904660394178,1.1276300833852912,928.0,9.964517393903224,0.4507761928569707,5.0,OH,True
5493008CPTDVOS570626,2025,3199,2935,264,0.9174742106908409,0.08252578930915912,0.7292904032510159,0.0,0.0,0.27070959674898404,0.7292904032510159,0.7292904032510159,30012.0,915878.0,915878.0,20.0,7.0,THIRD FS&LA,17487528.0,17046704.0,3828036.0,17498624.0,THIRD FEDERAL SAVINGS AND LOAN,39.0,SAL,True,17487528.0,18.103031055900622,SB,107784.0,30012_20251231,0.2461861175639462,1.1663459957989633,966.0,9.807875702351202,0.513063362058434,5.0,OH,True
5493008P6YO2KM3EO556,2023,1209,1181,28,0.9768403639371381,0.02315963606286187,0.20926385442514475,0.5889164598842018,0.0,0.20181968569065342,0.7981803143093466,0.7981803143093466,5033.0,47247.0,47247.0,10.0,7.0,DART BK,1163471.0,931934.0,3726196.0,1163471.0,DART BANK,26.0,NMB,True,1163471.0,4.56263137254902,NM,28047.0,5033_20231231,0.5951704430138255,4.241156950229264,255.0,8.58538318726451,0.5168680710904574,4.0,MI,True
5493008P6YO2KM3EO556,2024,1633,1578,55,0.966319657072872,0.03368034292712799,0.2706674831598285,0.6858542559706062,0.0,0.043478260869565216,0.9565217391304348,0.9565217391304348,5033.0,47247.0,47247.0,10.0,7.0,DART BK,1316430.0,1163471.0,3726196.0,1316430.0,DART BANK,26.0,NMB,True,1316430.0,4.3881000000000006,NM,35637.0,5033_20241231,0.7497572647357628,4.548772139356808,300.0,8.304381419835556,0.6381583270649949,4.0,MI,True
5493008P6YO2KM3EO556,2025,2592,2450,142,0.9452160493827161,0.05478395061728395,0.4498456790123457,0.5243055555555556,0.0,0.025848765432098766,0.9741512345679013,0.9741512345679012,5033.0,47247.0,47247.0,10.0,7.0,DART BK,1432696.0,1316430.0,3726196.0,1432696.0,DART BANK,26.0,NMB,True,1432696.0,3.511509803921569,NM,47761.0,5033_20251231,1.0609945091252626,5.620924681322767,408.0,8.602128139183844,0.9158414427808892,4.0,MI,True
5493008PQSMR41Y70C36,2023,539,452,87,0.8385899814471243,0.1614100185528757,0.7606679035250464,0.15398886827458255,0.0,0.08534322820037106,0.914656771799629,0.9146567717996289,22953.0,3878068.0,83638.0,11.0,7.0,AMERANT BK NA,9698964.0,8018877.0,1135972.0,9716327.0,"AMERANT MORTGAGE, LLC",12.0,NAT,True,9698964.0,14.221354838709678,N,133506.0,22953_20231231,0.473536362174793,2.765157929668593,682.0,9.025490149697667,0.4813058678306704,4.0,FL,True
5493008PQSMR41Y70C36,2024,549,484,65,0.8816029143897997,0.11839708561020036,0.726775956284153,0.20765027322404372,0.0,0.06557377049180328,0.9344262295081968,0.9344262295081968,22953.0,3878068.0,83638.0,11.0,7.0,AMERANT BK NA,9884832.0,9698964.0,1135972.0,9901734.0,AMERANT MORTGAGE LLC,12.0,NAT,True,9884832.0,14.161650429799428,N,137082.0,22953_20241231,1.4316653835437352,2.804903779534785,698.0,9.49993402692595,-0.0381618186090496,4.0,FL,True
5493008RSN6F31BTGT93,2025,527,497,30,0.9430740037950665,0.056925996204933584,0.8614800759013282,0.11764705882352941,0.0,0.020872865275142316,0.9791271347248577,0.9791271347248577,32974.0,1458608.0,1458608.0,10.0,7.0,GULF COAST B&TC,3630639.0,3371364.0,1458608.0,3630639.0,GULF COAST BANK AND TRUST,22.0,NMB,True,3630639.0,3.809694648478489,NM,137412.0,32974_20251231,1.3822159833486616,6.077479131816678,953.0,9.003617312231132,1.1505185609606166,4.0,LA,True
54930095UWUUXAWASB02,2023,2360,2314,46,0.9805084745762712,0.019491525423728815,0.6165254237288136,0.3622881355932203,0.0,0.0211864406779661,0.978813559322034,0.978813559322034,58696.0,4533841.0,3614976.0,11.0,7.0,FVCBANK,2183294.0,2338603.0,4875907.0,2183294.0,"ATLANTIC COAST MORTGAGE, LLC",51.0,SMB,True,2183294.0,18.50249152542373,SM,19491.0,58696_20231231,0.0999691561246967,1.5178688394766555,118.0,10.771387724990127,0.1894184869835423,4.0,VA,True
54930095UWUUXAWASB02,2024,2624,2585,39,0.9851371951219512,0.01486280487804878,0.629954268292683,0.35327743902439024,0.0,0.01676829268292683,0.9832317073170732,0.9832317073170732,58696.0,4533841.0,3614976.0,11.0,7.0,FVCBANK,2193460.0,2183294.0,4875907.0,2193460.0,"ATLANTIC COAST MORTGAGE, LLC",51.0,SMB,True,2193460.0,19.584464285714287,SM,17962.0,58696_20241231,0.6876141233588292,1.5674299303861388,112.0,11.739583598139156,0.7406541967949856,4.0,VA,True
54930095UWUUXAWASB02,2025,2931,2894,37,0.9873763220743773,0.012623677925622655,0.66359604230638,0.29512111907198907,0.0,0.04128283862163084,0.9587171613783692,0.9587171613783692,58696.0,4533841.0,3614976.0,11.0,7.0,FVCBANK,2287755.0,2193460.0,4875907.0,2287755.0,"ATLANTIC COAST MORTGAGE, LLC",51.0,SMB,True,2287755.0,18.752090163934422,SM,19262.0,58696_20251231,0.5640084418397523,1.624582068960619,122.0,12.232752006304043,1.0513307208389338,4.0,VA,True
5493009BOQDC6PCFR785,2023,623,568,55,0.9117174959871589,0.08828250401284109,0.05778491171749599,0.8667736757624398,0.0,0.0754414125200642,0.9245585874799358,0.9325842696629214,7230.0,702117.0,702117.0,10.0,7.0,NBT BK NA,13217864.0,11659908.0,1139279.0,13309040.0,NBT BANK NA,36.0,NAT,True,13217864.0,7.905421052631579,N,152973.0,7230_20231231,0.392310653190919,2.4170905488509398,1672.0,9.163293264911935,0.9462256815633608,4.0,NY,True
5493009BOQDC6PCFR785,2024,563,529,34,0.9396092362344582,0.06039076376554174,0.09769094138543517,0.8561278863232682,0.0,0.046181172291296625,0.9538188277087034,0.955595026642984,7230.0,702117.0,702117.0,10.0,7.0,NBT BK NA,13683389.0,13217864.0,1139279.0,13786666.0,NBT BANK NA,36.0,NAT,True,13683389.0,7.978652478134111,N,185494.0,7230_20241231,0.5172223405741322,2.451062885578837,1715.0,9.390802229041132,1.0238324072228957,4.0,NY,True
5493009BOQDC6PCFR785,2025,711,672,39,0.9451476793248945,0.05485232067510549,0.4978902953586498,0.4345991561181435,0.0,0.06751054852320675,0.9324894514767933,0.9324894514767933,7230.0,702117.0,702117.0,10.0,7.0,NBT BK NA,15879824.0,13683389.0,1139279.0,15995121.0,NBT BANK NA,36.0,NAT,True,15879824.0,8.156047252182846,N,208698.0,7230_20251231,0.445917838282602,2.632151267770281,1947.0,9.349394297504436,1.0649654229001932,4.0,NY,True
5493009V3WNJX9V2GZ85,2023,617,554,63,0.8978930307941653,0.10210696920583469,0.25283630470016205,0.04862236628849271,0.0,0.6985413290113452,0.30145867098865475,0.30145867098865475,18714.0,288853.0,288853.0,10.0,7.0,FIRSTBANK,28121331.0,27775362.0,5533585.0,28121331.0,FIRSTBANK,8.0,SMB,True,28121331.0,11.43143536585366,SM,251606.0,18714_20231231,0.1456345872028122,1.582969780366135,2460.0,8.001399694614598,1.0091056438485806,4.0,CO,True
5493009V3WNJX9V2GZ85,2024,722,668,54,0.925207756232687,0.07479224376731301,0.18421052631578946,0.04293628808864266,0.0,0.7728531855955678,0.22714681440443213,0.22714681440443218,18714.0,288853.0,288853.0,10.0,7.0,FIRSTBANK,27247393.0,28121331.0,5533585.0,27247393.0,FIRSTBANK,8.0,SMB,True,27247393.0,11.39105058528428,SM,251160.0,18714_20241231,0.2606520730290793,1.5673482515493815,2392.0,8.553736310188352,0.9906057887817984,4.0,CO,True
5493009V3WNJX9V2GZ85,2025,601,547,54,0.9101497504159733,0.08985024958402663,0.17970049916805325,0.033277870216306155,0.0,0.7870216306156406,0.2129783693843594,0.21297836938435943,18714.0,288853.0,288853.0,10.0,7.0,FIRSTBANK,26480975.0,27247393.0,5533585.0,26480975.0,FIRSTBANK,8.0,SMB,True,26480975.0,11.35061080154308,SM,247667.0,18714_20251231,0.5504896690543609,1.648618340732174,2333.0,9.146771717318137,1.20370517861144,4.0,CO,True
549300AENO88GEUWCZ39,2023,4314,4240,74,0.9828465461288827,0.017153453871117292,0.4462216040797404,0.5491423273064442,0.0,0.004636068613815485,0.9953639313861846,0.9955957348168752,16635.0,4728919.0,310754.0,11.0,7.0,LUMINATE BK,224345.0,156413.0,5715064.0,224345.0,"LUMINATE HOME LOANS, INC.",27.0,NMB,True,224345.0,0.348361801242236,NM,78525.0,16635_20231231,2.865659124265452,54.9106554983654,644.0,12.799085747324773,2.05159327688112,4.0,MN,True
549300AENO88GEUWCZ39,2024,4562,4463,99,0.9782989916703201,0.021701008329679965,0.3809732573432705,0.5979833406400702,0.0,0.02104340201665936,0.9789565979833407,0.9857518632178869,16635.0,4728919.0,310754.0,11.0,7.0,LUMINATE BK,335841.0,224345.0,5715064.0,335841.0,"LUMINATE HOME LOANS, INC.",27.0,NMB,True,335841.0,0.5135183486238533,NM,95962.0,16635_20241231,3.3798729782623367,49.90467145827488,654.0,11.837878895161342,3.2354147331160563,4.0,MN,True
549300ASIS4D2QDWH380,2023,689,682,7,0.9898403483309144,0.010159651669085631,0.9898403483309144,0.005805515239477504,0.0,0.0043541364296081275,0.9956458635703919,0.9956458635703919,14531.0,353555.0,353555.0,10.0,7.0,AMARILLO NB,9164639.0,8454890.0,1107205.0,9180927.0,AMARILLO NATIONAL BANK,48.0,NAT,True,9164639.0,10.30893025871766,N,99661.0,14531_20231231,1.575378561543491,1.9230313990928192,889.0,9.492738840934484,1.1684713625727352,4.0,TX,True
549300ASIS4D2QDWH380,2024,726,721,5,0.9931129476584022,0.006887052341597796,0.9944903581267218,0.0027548209366391185,0.0,0.0027548209366391185,0.997245179063361,0.9972451790633609,14531.0,353555.0,353555.0,10.0,7.0,AMARILLO NB,9557608.0,9164639.0,1107205.0,9573535.0,AMARILLO NATIONAL BANK,48.0,NAT,True,9557608.0,10.388704347826089,N,107675.0,14531_20241231,1.3115019569478292,1.991668715922565,920.0,10.092454112416034,1.709269208147148,4.0,TX,True
549300ASIS4D2QDWH380,2025,674,667,7,0.9896142433234422,0.010385756676557863,0.9970326409495549,0.0,0.0,0.002967359050445104,0.9970326409495549,0.9970326409495549,14531.0,353555.0,353555.0,10.0,7.0,AMARILLO NB,9551998.0,9557608.0,1107205.0,9618879.0,AMARILLO NATIONAL BANK,48.0,NAT,True,9551998.0,10.293101293103447,N,119262.0,14531_20251231,1.5633614456081963,2.1937485307493496,928.0,10.601826867667388,1.775161179572411,4.0,TX,True
549300AT7EB9FJAF0E61,2023,2104,1829,275,0.8692965779467681,0.13070342205323193,0.8346007604562737,0.07984790874524715,0.0,0.08555133079847908,0.9144486692015209,0.9149239543726235,3832.0,208244.0,208244.0,10.0,7.0,OLD NB,48802528.0,21019742.0,1098303.0,49089836.0,OLD NATIONAL BANK,18.0,NAT,True,48802528.0,13.793817976257772,N,440645.0,3832_20231231,0.8350973822530466,2.040284602953653,3538.0,8.994925141420508,1.3180492816422815,4.0,IN,True
549300AT7EB9FJAF0E61,2024,3308,2913,395,0.8805925030229746,0.11940749697702539,0.6798669891172914,0.10519951632406288,0.0,0.21493349455864572,0.7850665054413543,0.7850665054413543,3832.0,208244.0,208244.0,10.0,7.0,OLD NB,53244673.0,48802528.0,1098303.0,53552272.0,OLD NATIONAL BANK,18.0,NAT,True,53244673.0,14.535810264810266,N,492176.0,3832_20241231,1.2445880920265957,2.035468369592518,3663.0,9.074973936421936,1.1347245580749226,4.0,IN,True
549300AT7EB9FJAF0E61,2025,4207,3811,396,0.9058711671024483,0.0941288328975517,0.6624673163774661,0.09365343475160447,0.0,0.2438792488709294,0.7561207511290706,0.7561207511290706,3832.0,208244.0,208244.0,10.0,7.0,OLD NB,71771976.0,53244673.0,1098303.0,72151967.0,OLD NATIONAL BANK,18.0,NAT,True,71771976.0,16.077951612903224,N,594794.0,3832_20251231,1.073263855864525,2.1568257350415543,4464.0,8.523771506325907,1.164154127517348,4.0,IN,True
549300BEFX6JRSCS5N78,2023,1494,1167,327,0.7811244979919679,0.21887550200803213,0.3895582329317269,0.31994645247657294,0.0,0.29049531459170014,0.7095046854082998,0.7101740294511378,11241.0,456045.0,456045.0,10.0,7.0,CENTENNIAL BK,22582477.0,22808174.0,1491409.0,22656658.0,CENTENNIAL BANK,5.0,SMB,True,22582477.0,8.010811280595956,SM,242242.0,11241_20231231,0.4443827294351755,2.0241309592776644,2819.0,11.924290380612494,1.8511291160299568,4.0,AR,True
549300BEFX6JRSCS5N78,2024,1426,1172,254,0.8218793828892006,0.17812061711079943,0.4032258064516129,0.32187938288920054,0.0,0.27489481065918653,0.7251051893408134,0.7265077138849929,11241.0,456045.0,456045.0,10.0,7.0,CENTENNIAL BK,22418169.0,22582477.0,1491409.0,22490748.0,CENTENNIAL BANK,5.0,SMB,True,22418169.0,8.784548981191223,SM,226462.0,11241_20241231,0.6697551559483897,1.883095917687621,2552.0,12.226032174445749,1.8497266970403476,4.0,AR,True
549300BEFX6JRSCS5N78,2025,1445,1188,257,0.8221453287197232,0.17785467128027682,0.48719723183391006,0.21868512110726643,0.0,0.29411764705882354,0.7058823529411765,0.7058823529411764,11241.0,456045.0,456045.0,10.0,7.0,CENTENNIAL BK,22716797.0,22418169.0,1491409.0,22881879.0,CENTENNIAL BANK,5.0,SMB,True,22716797.0,8.933069996067637,SM,236592.0,11241_20251231,0.5449332163281821,1.9186632547058315,2543.0,12.782065454255632,2.1393079848544856,4.0,AR,True
549300BES7HNVKCDIM50,2025,557,523,34,0.9389587073608617,0.06104129263913824,0.933572710951526,0.04308797127468582,0.0,0.02333931777378815,0.9766606822262118,0.9766606822262118,32526.0,54973.0,54973.0,20.0,7.0,AMERICAN SVG BK FSB,8979486.0,9290946.0,54973.0,8979486.0,AMERICAN SAVINGS BANK,15.0,FSB,True,8979486.0,9.238154320987656,SB,128098.0,32526_20251231,0.4719307092511953,2.7402842881768104,972.0,8.995592672516551,-0.3351757453625215,5.0,HI,True
549300BM4NS8HDJT3X28,2023,2109,2086,23,0.9890943575154102,0.010905642484589853,0.39497392128971076,0.5960170697012802,0.0,0.009009009009009009,0.990990990990991,0.990990990990991,34603.0,3088867.0,2757205.0,11.0,7.0,MVB BK INC,3273441.0,3029565.0,3211601.0,3319097.0,"INTERCOASTAL MORTGAGE, LLC",54.0,NMB,True,3273441.0,9.247008474576273,NM,46225.0,34603_20231231,0.3566093512142706,3.072511030337597,354.0,10.549163894975385,1.30001326006868,4.0,WV,True
549300BM4NS8HDJT3X28,2024,1915,1874,41,0.9785900783289817,0.021409921671018278,0.208355091383812,0.7827676240208877,0.0,0.008877284595300261,0.9911227154046998,0.9911227154046998,34603.0,3088867.0,2757205.0,11.0,7.0,MVB BK INC,3087043.0,3273441.0,3211601.0,3139280.0,"INTERCOASTAL MORTGAGE, LLC",54.0,NMB,True,3087043.0,9.026441520467836,NM,48575.0,34603_20241231,1.171688813697812,3.1141273271759884,342.0,11.178052972108402,1.0883878642799687,4.0,WV,True
549300BM4NS8HDJT3X28,2025,1667,1624,43,0.9742051589682064,0.02579484103179364,0.29214157168566285,0.6568686262747451,0.0,0.05098980203959208,0.949010197960408,0.949010197960408,34603.0,3088867.0,2757205.0,11.0,7.0,MVB BK INC,3266143.0,3087043.0,3211601.0,3324795.0,"INTERCOASTAL MORTGAGE, LLC",54.0,NMB,True,3266143.0,11.340774305555556,NM,46603.0,34603_20251231,1.3082316509777596,3.15710265891999,288.0,11.140894658005667,1.4587149976587146,4.0,WV,True
549300BRLQAIJ1LJA253,2024,536,526,10,0.9813432835820896,0.018656716417910446,0.7593283582089553,0.0,0.0,0.24067164179104478,0.7593283582089553,0.7593283582089552,5304.0,594947.0,594947.0,10.0,7.0,BANK FIRST NA,4492896.0,4219635.0,1208009.0,4495060.0,BANK FIRST N.A.,55.0,NAT,True,4492896.0,12.585142857142856,N,38729.0,5304_20241231,0.2413460839211693,1.814568072695117,357.0,9.544671726854288,1.5908857931230018,4.0,WI,True
549300BRLQAIJ1LJA253,2025,624,603,21,0.9663461538461539,0.03365384615384615,0.7900641025641025,0.0,0.0,0.20993589743589744,0.7900641025641025,0.7900641025641025,5304.0,594947.0,594947.0,10.0,7.0,BANK FIRST NA,4503074.0,4492896.0,1208009.0,4506095.0,BANK FIRST N.A.,55.0,NAT,True,4503074.0,11.850194736842107,N,40339.0,5304_20251231,0.2506026899148272,1.847316894566971,380.0,9.84903603243621,1.641201739544587,4.0,WI,True
549300BRR67NLTQSBT29,2023,539,517,22,0.9591836734693877,0.04081632653061224,0.0,0.5862708719851577,0.0,0.4137291280148423,0.5862708719851577,0.5862708719851577,6985.0,2623878.0,161602.0,11.0,7.0,CANANDAIGUA NB&TC,4873001.0,4739658.0,1133503.0,4883787.0,"HOMETOWN FUNDING, INC. D/B/A C",36.0,NAT,True,4873001.0,7.759555732484077,N,62003.0,6985_20231231,0.387750453652918,2.4086101077523745,628.0,8.256629732484353,0.964358361085836,4.0,NY,True
549300BRR67NLTQSBT29,2024,586,570,16,0.9726962457337884,0.027303754266211604,0.0,0.6877133105802048,0.0,0.3122866894197952,0.6877133105802048,0.6877133105802048,6985.0,2623878.0,161602.0,11.0,7.0,CANANDAIGUA NB&TC,5047064.0,4873001.0,1133503.0,5058649.0,"HOMETOWN FUNDING, INC. D/B/A C",36.0,NAT,True,5047064.0,8.219973941368078,N,70643.0,6985_20241231,1.0825919311962715,2.5009021873678243,614.0,8.54129016908021,0.9446289778702168,4.0,NY,True
549300BRR67NLTQSBT29,2025,576,563,13,0.9774305555555556,0.022569444444444444,0.012152777777777778,0.6458333333333334,0.0,0.3420138888888889,0.6579861111111112,0.6579861111111112,6985.0,2623878.0,161602.0,11.0,7.0,CANANDAIGUA NB&TC,5315449.0,5047064.0,1133503.0,5326941.0,"HOMETOWN FUNDING, INC. D/B/A C",36.0,NAT,True,5315449.0,8.518347756410257,N,77389.0,6985_20251231,0.9260976377696012,2.5695342237470333,624.0,8.736609113715858,1.154078208694878,4.0,NY,True
549300BWFA5UY7H4WJ62,2023,737,735,2,0.9972862957937585,0.0027137042062415195,0.7693351424694709,0.23066485753052918,0.0,0.0,1.0,1.0,10363.0,2350222.0,928421.0,11.0,7.0,CITIZENS & FARMERS BK,2416783.0,2312638.0,2183493.0,2416783.0,C&F MORTGAGE CORP,51.0,NMB,True,2416783.0,4.124203071672355,NM,50592.0,10363_20231231,0.0811774718284001,3.609615508867993,586.0,10.251401688150668,1.0943339188528238,4.0,VA,True
549300BWFA5UY7H4WJ62,2024,721,714,7,0.9902912621359223,0.009708737864077669,0.8280166435506241,0.17198335644937587,0.0,0.0,1.0,1.0,10363.0,2350222.0,928421.0,11.0,7.0,CITIZENS & FARMERS BK,2542660.0,2416783.0,2183493.0,2542660.0,C&F MORTGAGE CORP,51.0,NMB,True,2542660.0,4.674007352941176,NM,50336.0,10363_20241231,0.0699208096592738,3.5038847417789287,544.0,10.14012720834728,0.9120820748930176,4.0,VA,True
549300BWFA5UY7H4WJ62,2025,881,871,10,0.9886492622020431,0.011350737797956867,0.8161180476730987,0.18274687854710556,0.0,0.0011350737797956867,0.9988649262202043,0.9988649262202043,10363.0,2350222.0,928421.0,11.0,7.0,CITIZENS & FARMERS BK,2744329.0,2542660.0,2183493.0,2744329.0,C&F MORTGAGE CORPORATION,51.0,NMB,True,2744329.0,4.831565140845071,NM,52344.0,10363_20251231,0.1041087124187844,3.4803677821572405,568.0,11.09490436431692,1.1535712898061654,4.0,VA,True
549300BX448ALT10FI43,2023,2245,2032,213,0.9051224944320713,0.09487750556792873,0.3955456570155902,0.4552338530066815,0.0,0.1492204899777283,0.8507795100222717,0.8507795100222717,35518.0,2806877.0,2806877.0,20.0,7.0,FEDERAL SVGS BK,1184665.0,780976.0,4267463.0,1184665.0,THE FEDERAL SAVINGS BANK,17.0,FSB,True,1184665.0,1.184665,SB,109286.0,35518_20231231,1.10227046415704,16.85091968308679,1000.0,13.500595971198631,-0.3536748267962321,5.0,IL,True
549300BX448ALT10FI43,2024,2073,1877,196,0.9054510371442354,0.0945489628557646,0.4365653642064641,0.4515195369030391,0.0,0.11191509889049686,0.8880849011095031,0.8885672937771346,35518.0,2806877.0,2806877.0,20.0,7.0,FEDERAL SVGS BK,1179914.0,1184665.0,4267463.0,1179914.0,THE FEDERAL SAVINGS BANK,17.0,FSB,True,1179914.0,0.9965489864864864,SB,125766.0,35518_20241231,1.8015793420521329,16.083654919239144,1184.0,13.164141581655144,0.3922822082762855,5.0,IL,True
549300BX448ALT10FI43,2025,1759,1624,135,0.9232518476407049,0.07674815235929505,0.4650369528140989,0.48379761227970436,0.0,0.051165434906196704,0.9488345650938033,0.9602046617396248,35518.0,2806877.0,2806877.0,20.0,7.0,FEDERAL SVGS BK,1138673.0,1179914.0,4267463.0,1138673.0,THE FEDERAL SAVINGS BANK,17.0,FSB,True,1138673.0,0.8965929133858268,SB,135162.0,35518_20251231,3.3529166703775064,16.718029926124263,1270.0,14.444321470619762,0.6883421653084352,5.0,IL,True
549300BXWU32AYWT1A56,2023,1619,1494,125,0.922791846819024,0.07720815318097592,0.28474366893143915,0.7152563310685608,0.0,0.0,1.0,1.0,14587.0,3424821.0,137652.0,11.0,7.0,UNIVERSITY BK,909718.0,781550.0,1496253.0,909718.0,UIF CORPORATION,26.0,NMB,True,909718.0,1.9031757322175733,NM,54328.0,14587_20231231,0.6016137021201207,9.565713387603733,478.0,10.054785983399904,1.0207647459123428,5.0,MI,True
549300BXWU32AYWT1A56,2024,1714,1501,213,0.8757292882147024,0.12427071178529756,0.21878646441073513,0.7812135355892649,0.0,0.0,1.0,1.0,14587.0,3424821.0,137652.0,11.0,7.0,UNIVERSITY BK,956188.0,909718.0,1496253.0,980093.0,UIF CORPORATION,26.0,NMB,True,956188.0,1.817847908745247,NM,58318.0,14587_20241231,0.1481615257666794,9.37894494095588,526.0,10.398217180578188,1.2920188902650036,5.0,MI,True
549300BXWU32AYWT1A56,2025,1500,1299,201,0.866,0.134,0.24933333333333332,0.7506666666666667,0.0,0.0,1.0,1.0,14587.0,3424821.0,137652.0,11.0,7.0,UNIVERSITY BK,1110261.0,956188.0,1496253.0,1146935.0,UIF CORPORATION,26.0,NMB,True,1110261.0,2.1228699808795413,NM,66454.0,14587_20251231,0.4263940329062327,9.511892143133316,523.0,10.115709286298165,1.1308047444576663,5.0,MI,True
549300C04BJ0G297NC13,2023,2519,2242,277,0.8900357284636761,0.10996427153632393,0.9868995633187773,0.0003969829297340214,0.0,0.012703453751488685,0.9872965462485113,0.9872965462485113,57803.0,3284070.0,3284070.0,10.0,7.0,ALLY BK,186114000.0,168322500.0,1562859.0,196392000.0,ALLY BANK,49.0,SMB,True,186114000.0,18.91210242861498,SM,1846000.0,57803_20231231,0.9812163126328952,2.597961309299181,9841.0,9.07260933029104,0.905701390251634,6.0,UT,True
549300C04BJ0G297NC13,2024,2357,2082,275,0.8833262621977089,0.11667373780229105,0.9915146372507425,0.00042426813746287653,0.0,0.008061094611794654,0.9919389053882054,0.9919389053882054,57803.0,3284070.0,3284070.0,10.0,7.0,ALLY BK,181409000.0,186114000.0,1562859.0,191836000.0,ALLY BANK,49.0,SMB,True,181409000.0,18.73479293607353,SM,1810000.0,57803_20241231,1.0921607131037223,2.494975586327468,9683.0,9.395962174012633,0.7909964257464412,6.0,UT,True
549300C1ICNCM0V37Y02,2023,1283,1265,18,0.9859703819173812,0.014029618082618862,0.5643024162120032,0.4224473889321902,0.0,0.013250194855806703,0.9867498051441934,0.9867498051441933,12219.0,345756.0,345756.0,10.0,7.0,FIRST ST BK OF ST CHARLES MO,547893.0,534540.0,1416550.0,547893.0,FIRST STATE BANK OF ST CHARLES,29.0,NMB,True,547893.0,3.078050561797753,NM,22180.0,12219_20231231,0.3762980002387127,5.6260159382705455,178.0,14.297720904199943,1.0798181960822266,4.0,MO,True
549300C1ICNCM0V37Y02,2024,1225,1225,0,1.0,0.0,0.5020408163265306,0.49142857142857144,0.0,0.006530612244897959,0.9934693877551021,0.9934693877551021,12219.0,345756.0,345756.0,10.0,7.0,FIRST ST BK OF ST CHARLES MO,536334.0,547893.0,1416550.0,536334.0,FIRST STATE BANK OF ST CHARLES,29.0,NMB,True,536334.0,2.9962793296089387,NM,23519.0,12219_20241231,0.2655835373855618,5.835695787201488,179.0,15.174539380682685,1.2638869786990627,4.0,MO,True
549300C1ICNCM0V37Y02,2025,1288,1288,0,1.0,0.0,0.5520186335403726,0.4355590062111801,0.0,0.012422360248447204,0.9875776397515528,0.9875776397515528,12219.0,345756.0,345756.0,10.0,7.0,FIRST ST BK OF ST CHARLES MO,560266.0,536334.0,1416550.0,560266.0,FIRST STATE BANK OF ST CHARLES,29.0,NMB,True,560266.0,3.183329545454545,NM,26009.0,12219_20251231,0.3532311987122483,6.221151696997607,176.0,15.443489808860134,1.3109923178147282,5.0,MO,True
